País,ano,quantidade,valor_usd,produto,tipo
China Continental,2013,100027,193223,Uvas Passas,Importação
China Continental,2014,98050,142328,Uvas Passas,Importação
China Continental,2015,0,0,Uvas Passas,Importação
China Continental,2016,0,0,Uvas Passas,Importação
China Continental,2017,53000,65028,Uvas Passas,Importação
China Continental,2018,224165,279253,Uvas Passas,Importação
China Continental,2019,934000,1352954,Uvas Passas,Importação
China Continental,2020,0,0,Uvas Passas,Importação
China Continental,2021,0,0,Uvas Passas,Importação
China Continental,2022,0,0,Uvas Passas,Importação
China Continental,2023,0,0,Uvas Passas,Importação
Cingapura,1970,0,0,Uvas Passas,Importação
Cingapura,1971,0,0,Uvas Passas,Importação
Cingapura,1972,0,0,Uvas Passas,Importação
Cingapura,1973,0,0,Uvas Passas,Importação
Cingapura,1974,0,0,Uvas Passas,Importação
Cingapura,1975,0,0,Uvas Passas,Importação
Cingapura,1976,0,0,Uvas Passas,Importação
Cingapura,1977,0,0,Uvas Passas,Importação
Cingapura,1978,0,0,Uvas Passas,Importação
Cingapura,1979,0,0,Uvas Passas,Importação
Cingapura,1980,0,0,Uvas Passas,Importação
Cingapura,1981,0,0,Uvas Passas,Importação
Cingapura,1982,0,0,Uvas Passas,Importação
Cingapura,1983,0,0,Uvas Passas,Importação
Cingapura,1984,0,0,Uvas Passas,Importação
Cingapura,1985,0,0,Uvas Passas,Importação
Cingapura,1986,0,0,Uvas Passas,Importação
Cingapura,1987,0,0,Uvas Passas,Importação
Cingapura,1988,0,0,Uvas Passas,Importação
Cingapura,1989,0,0,Uvas Passas,Importação
Cingapura,1990,0,0,Uvas Passas,Importação
Cingapura,1991,0,0,Uvas Passas,Importação
Cingapura,1992,0,0,Uvas Passas,Importação
Cingapura,1993,0,0,Uvas Passas,Importação
Cingapura,1994,0,0,Uvas Passas,Importação
Cingapura,1995,0,0,Uvas Passas,Importação
Cingapura,1996,0,0,Uvas Passas,Importação
Cingapura,1997,0,0,Uvas Passas,Importação
Cingapura,1998,0,0,Uvas Passas,Importação
Cingapura,1999,0,0,Uvas Passas,Importação
Cingapura,2000,0,0,Uvas Passas,Importação
Cingapura,2001,0,0,Uvas Passas,Importação
Cingapura,2002,0,0,Uvas Passas,Importação
Cingapura,2003,0,0,Uvas Passas,Importação
Cingapura,2004,0,0,Uvas Passas,Importação
Cingapura,2005,0,0,Uvas Passas,Importação
Cingapura,2006,0,0,Uvas Passas,Importação
Cingapura,2007,0,0,Uvas Passas,Importação
Cingapura,2008,0,0,Uvas Passas,Importação
Cingapura,2009,0,0,Uvas Passas,Importação
Cingapura,2010,0,0,Uvas Passas,Importação
Cingapura,2011,38150,97572,Uvas Passas,Importação
Cingapura,2012,0,0,Uvas Passas,Importação
Cingapura,2013,40000,77213,Uvas Passas,Importação
Cingapura,2014,0,0,Uvas Passas,Importação
Cingapura,2015,0,0,Uvas Passas,Importação
Cingapura,2016,0,0,Uvas Passas,Importação
Cingapura,2017,0,0,Uvas Passas,Importação
Cingapura,2018,0,0,Uvas Passas,Importação
Cingapura,2019,0,0,Uvas Passas,Importação
Cingapura,2020,0,0,Uvas Passas,Importação
Cingapura,2021,0,0,Uvas Passas,Importação
Cingapura,2022,0,0,Uvas Passas,Importação
Cingapura,2023,0,0,Uvas Passas,Importação
Costa Rica,1970,0,0,Uvas Passas,Importação
Costa Rica,1971,0,0,Uvas Passas,Importação
Costa Rica,1972,0,0,Uvas Passas,Importação
Costa Rica,1973,0,0,Uvas Passas,Importação
Costa Rica,1974,0,0,Uvas Passas,Importação
Costa Rica,1975,0,0,Uvas Passas,Importação
Costa Rica,1976,0,0,Uvas Passas,Importação
Costa Rica,1977,0,0,Uvas Passas,Importação
Costa Rica,1978,0,0,Uvas Passas,Importação
Costa Rica,1979,0,0,Uvas Passas,Importação
Costa Rica,1980,0,0,Uvas Passas,Importação
Costa Rica,1981,0,0,Uvas Passas,Importação
Costa Rica,1982,0,0,Uvas Passas,Importação
Costa Rica,1983,0,0,Uvas Passas,Importação
Costa Rica,1984,0,0,Uvas Passas,Importação
Costa Rica,1985,0,0,Uvas Passas,Importação
Costa Rica,1986,0,0,Uvas Passas,Importação
Costa Rica,1987,0,0,Uvas Passas,Importação
Costa Rica,1988,0,0,Uvas Passas,Importação
Costa Rica,1989,0,0,Uvas Passas,Importação
Costa Rica,1990,0,0,Uvas Passas,Importação
Costa Rica,1991,0,0,Uvas Passas,Importação
Costa Rica,1992,0,0,Uvas Passas,Importação
Costa Rica,1993,0,0,Uvas Passas,Importação
Costa Rica,1994,0,0,Uvas Passas,Importação
Costa Rica,1995,0,0,Uvas Passas,Importação
Costa Rica,1996,0,0,Uvas Passas,Importação
Costa Rica,1997,0,0,Uvas Passas,Importação
Costa Rica,1998,0,0,Uvas Passas,Importação
Costa Rica,1999,0,0,Uvas Passas,Importação
Costa Rica,2000,0,0,Uvas Passas,Importação
Costa Rica,2001,0,0,Uvas Passas,Importação
Costa Rica,2002,0,0,Uvas Passas,Importação
Costa Rica,2003,0,0,Uvas Passas,Importação
Costa Rica,2004,0,0,Uvas Passas,Importação
Costa Rica,2005,0,0,Uvas Passas,Importação
Costa Rica,2006,0,0,Uvas Passas,Importação
Costa Rica,2007,0,0,Uvas Passas,Importação
Costa Rica,2008,0,0,Uvas Passas,Importação
Costa Rica,2009,0,0,Uvas Passas,Importação
Costa Rica,2010,0,0,Uvas Passas,Importação
Costa Rica,2011,0,0,Uvas Passas,Importação
Costa Rica,2012,0,0,Uvas Passas,Importação
Costa Rica,2013,0,0,Uvas Passas,Importação
Costa Rica,2014,0,0,Uvas Passas,Importação
Costa Rica,2015,0,0,Uvas Passas,Importação
Costa Rica,2016,0,0,Uvas Passas,Importação
Costa Rica,2017,0,0,Uvas Passas,Importação
Costa Rica,2018,0,0,Uvas Passas,Importação
Costa Rica,2019,0,0,Uvas Passas,Importação
Costa Rica,2020,0,0,Uvas Passas,Importação
Costa Rica,2021,0,0,Uvas Passas,Importação
Costa Rica,2022,49000,95550,Uvas Passas,Importação
Costa Rica,2023,0,0,Uvas Passas,Importação
Emirados,1970,0,0,Uvas Passas,Importação
Emirados,1971,0,0,Uvas Passas,Importação
Emirados,1972,0,0,Uvas Passas,Importação
Emirados,1973,0,0,Uvas Passas,Importação
Emirados,1974,0,0,Uvas Passas,Importação
Emirados,1975,0,0,Uvas Passas,Importação
Emirados,1976,0,0,Uvas Passas,Importação
Emirados,1977,0,0,Uvas Passas,Importação
Emirados,1978,0,0,Uvas Passas,Importação
Emirados,1979,0,0,Uvas Passas,Importação
Emirados,1980,0,0,Uvas Passas,Importação
Emirados,1981,0,0,Uvas Passas,Importação
Emirados,1982,0,0,Uvas Passas,Importação
Emirados,1983,0,0,Uvas Passas,Importação
Emirados,1984,0,0,Uvas Passas,Importação
Emirados,1985,0,0,Uvas Passas,Importação
Emirados,1986,0,0,Uvas Passas,Importação
Emirados,1987,0,0,Uvas Passas,Importação
Emirados,1988,0,0,Uvas Passas,Importação
Emirados,1989,0,0,Uvas Passas,Importação
Emirados,1990,0,0,Uvas Passas,Importação
Emirados,1991,0,0,Uvas Passas,Importação
Emirados,1992,196800,200604,Uvas Passas,Importação
Emirados,1993,0,0,Uvas Passas,Importação
Emirados,1994,36000,36181,Uvas Passas,Importação
Emirados,1995,49580,53853,Uvas Passas,Importação
Emirados,1996,31250,53081,Uvas Passas,Importação
Emirados,1997,89820,103183,Uvas Passas,Importação
Emirados,1998,17420,26546,Uvas Passas,Importação
Emirados,1999,0,0,Uvas Passas,Importação
Emirados,2000,17500,16119,Uvas Passas,Importação
Emirados,2001,36000,23190,Uvas Passas,Importação
Emirados,2002,18000,22750,Uvas Passas,Importação
Emirados,2003,271970,259971,Uvas Passas,Importação
Emirados,2004,329470,351485,Uvas Passas,Importação
Emirados,2005,489760,503598,Uvas Passas,Importação
Emirados,2006,182745,236628,Uvas Passas,Importação
Emirados,2007,0,0,Uvas Passas,Importação
Emirados,2008,124510,204910,Uvas Passas,Importação
Emirados,2009,39000,94203,Uvas Passas,Importação
Emirados,2010,20000,44949,Uvas Passas,Importação
Emirados,2011,35460,100631,Uvas Passas,Importação
Emirados,2012,19000,70026,Uvas Passas,Importação
Emirados,2013,240800,442625,Uvas Passas,Importação
Emirados,2014,100000,184835,Uvas Passas,Importação
Emirados,2015,40000,95856,Uvas Passas,Importação
Emirados,2016,0,0,Uvas Passas,Importação
Emirados,2017,0,0,Uvas Passas,Importação
Emirados,2018,0,0,Uvas Passas,Importação
Emirados,2019,0,0,Uvas Passas,Importação
Emirados,2020,0,0,Uvas Passas,Importação
Emirados,2021,0,0,Uvas Passas,Importação
Emirados,2022,0,0,Uvas Passas,Importação
Emirados,2023,0,0,Uvas Passas,Importação
Espanha,1970,20000,9584,Uvas Passas,Importação
Espanha,1971,15000,14403,Uvas Passas,Importação
Espanha,1972,57208,59951,Uvas Passas,Importação
Espanha,1973,144000,170234,Uvas Passas,Importação
Espanha,1974,9500,14640,Uvas Passas,Importação
Espanha,1975,7500,15495,Uvas Passas,Importação
Espanha,1976,2000,5320,Uvas Passas,Importação
Espanha,1977,0,0,Uvas Passas,Importação
Espanha,1978,3000,10850,Uvas Passas,Importação
Espanha,1979,1680,7056,Uvas Passas,Importação
Espanha,1980,0,0,Uvas Passas,Importação
Espanha,1981,0,0,Uvas Passas,Importação
Espanha,1982,0,0,Uvas Passas,Importação
Espanha,1983,0,0,Uvas Passas,Importação
Espanha,1984,0,0,Uvas Passas,Importação
Espanha,1985,0,0,Uvas Passas,Importação
Espanha,1986,0,0,Uvas Passas,Importação
Espanha,1987,0,0,Uvas Passas,Importação
Espanha,1988,0,0,Uvas Passas,Importação
Espanha,1989,0,0,Uvas Passas,Importação
Espanha,1990,0,0,Uvas Passas,Importação
Espanha,1991,0,0,Uvas Passas,Importação
Espanha,1992,0,0,Uvas Passas,Importação
Espanha,1993,0,0,Uvas Passas,Importação
Espanha,1994,0,0,Uvas Passas,Importação
Espanha,1995,3222,8090,Uvas Passas,Importação
Espanha,1996,338,1158,Uvas Passas,Importação
Espanha,1997,6000,23763,Uvas Passas,Importação
Espanha,1998,6004,25691,Uvas Passas,Importação
Espanha,1999,288,1080,Uvas Passas,Importação
Espanha,2000,303,1096,Uvas Passas,Importação
Espanha,2001,0,0,Uvas Passas,Importação
Espanha,2002,0,0,Uvas Passas,Importação
Espanha,2003,0,0,Uvas Passas,Importação
Espanha,2004,0,0,Uvas Passas,Importação
Espanha,2005,0,0,Uvas Passas,Importação
Espanha,2006,0,0,Uvas Passas,Importação
Espanha,2007,0,0,Uvas Passas,Importação
Espanha,2008,0,0,Uvas Passas,Importação
Espanha,2009,0,0,Uvas Passas,Importação
Espanha,2010,0,0,Uvas Passas,Importação
Espanha,2011,0,0,Uvas Passas,Importação
Espanha,2012,0,0,Uvas Passas,Importação
Espanha,2013,0,0,Uvas Passas,Importação
Espanha,2014,0,0,Uvas Passas,Importação
Espanha,2015,0,0,Uvas Passas,Importação
Espanha,2016,0,0,Uvas Passas,Importação
Espanha,2017,0,0,Uvas Passas,Importação
Espanha,2018,0,0,Uvas Passas,Importação
Espanha,2019,1,24,Uvas Passas,Importação
Espanha,2020,0,0,Uvas Passas,Importação
Espanha,2021,0,0,Uvas Passas,Importação
Espanha,2022,0,0,Uvas Passas,Importação
Espanha,2023,0,0,Uvas Passas,Importação
Estados Unidos,1970,415210,305494,Uvas Passas,Importação
Estados Unidos,1971,429346,292067,Uvas Passas,Importação
Estados Unidos,1972,411443,456999,Uvas Passas,Importação
Estados Unidos,1973,538195,700181,Uvas Passas,Importação
Estados Unidos,1974,953941,1447142,Uvas Passas,Importação
Estados Unidos,1975,494268,674204,Uvas Passas,Importação
Estados Unidos,1976,25285,46885,Uvas Passas,Importação
Estados Unidos,1977,171998,378357,Uvas Passas,Importação
Estados Unidos,1978,102285,251489,Uvas Passas,Importação
Estados Unidos,1979,53591,227326,Uvas Passas,Importação
Estados Unidos,1980,148029,387349,Uvas Passas,Importação
Estados Unidos,1981,126804,326790,Uvas Passas,Importação
Estados Unidos,1982,140722,266479,Uvas Passas,Importação
Estados Unidos,1983,329134,395315,Uvas Passas,Importação
Estados Unidos,1984,128745,132786,Uvas Passas,Importação
Estados Unidos,1985,157087,165238,Uvas Passas,Importação
Estados Unidos,1986,672895,991667,Uvas Passas,Importação
Estados Unidos,1987,117167,178174,Uvas Passas,Importação
Estados Unidos,1988,161093,268528,Uvas Passas,Importação
Estados Unidos,1989,196634,331736,Uvas Passas,Importação
Estados Unidos,1990,167980,337966,Uvas Passas,Importação
Estados Unidos,1991,135629,210446,Uvas Passas,Importação
Estados Unidos,1992,320890,457440,Uvas Passas,Importação
Estados Unidos,1993,772669,1214020,Uvas Passas,Importação
Estados Unidos,1994,832061,1241890,Uvas Passas,Importação
Estados Unidos,1995,643784,990177,Uvas Passas,Importação
Estados Unidos,1996,732591,1405841,Uvas Passas,Importação
Estados Unidos,1997,1397848,2457078,Uvas Passas,Importação
Estados Unidos,1998,1306508,2037588,Uvas Passas,Importação
Estados Unidos,1999,514513,1094056,Uvas Passas,Importação
Estados Unidos,2000,573211,1123705,Uvas Passas,Importação
Estados Unidos,2001,487549,773763,Uvas Passas,Importação
Estados Unidos,2002,427744,557678,Uvas Passas,Importação
Estados Unidos,2003,504069,767763,Uvas Passas,Importação
Estados Unidos,2004,470966,748024,Uvas Passas,Importação
Estados Unidos,2005,448370,966879,Uvas Passas,Importação
Estados Unidos,2006,493921,977964,Uvas Passas,Importação
Estados Unidos,2007,370796,780250,Uvas Passas,Importação
Estados Unidos,2008,448157,923410,Uvas Passas,Importação
Estados Unidos,2009,347316,783086,Uvas Passas,Importação
Estados Unidos,2010,526225,1274258,Uvas Passas,Importação
Estados Unidos,2011,391515,1180759,Uvas Passas,Importação
Estados Unidos,2012,512716,1619257,Uvas Passas,Importação
Estados Unidos,2013,538319,1622047,Uvas Passas,Importação
Estados Unidos,2014,369887,1113398,Uvas Passas,Importação
Estados Unidos,2015,350138,1034494,Uvas Passas,Importação
Estados Unidos,2016,236134,636045,Uvas Passas,Importação
Estados Unidos,2017,257670,671036,Uvas Passas,Importação
Estados Unidos,2018,42859,244215,Uvas Passas,Importação
Estados Unidos,2019,90132,345044,Uvas Passas,Importação
Estados Unidos,2020,105360,266627,Uvas Passas,Importação
Estados Unidos,2021,109043,325880,Uvas Passas,Importação
Estados Unidos,2022,115517,380380,Uvas Passas,Importação
Estados Unidos,2023,7578,58262,Uvas Passas,Importação
França,1970,0,0,Uvas Passas,Importação
França,1971,0,0,Uvas Passas,Importação
França,1972,0,0,Uvas Passas,Importação
França,1973,0,0,Uvas Passas,Importação
França,1974,0,0,Uvas Passas,Importação
França,1975,0,0,Uvas Passas,Importação
França,1976,0,0,Uvas Passas,Importação
França,1977,0,0,Uvas Passas,Importação
França,1978,0,0,Uvas Passas,Importação
França,1979,0,0,Uvas Passas,Importação
França,1980,0,0,Uvas Passas,Importação
França,1981,0,0,Uvas Passas,Importação
França,1982,0,0,Uvas Passas,Importação
França,1983,0,0,Uvas Passas,Importação
França,1984,0,0,Uvas Passas,Importação
França,1985,0,0,Uvas Passas,Importação
França,1986,0,0,Uvas Passas,Importação
França,1987,0,0,Uvas Passas,Importação
França,1988,0,0,Uvas Passas,Importação
França,1989,0,0,Uvas Passas,Importação
França,1990,0,0,Uvas Passas,Importação
França,1991,0,0,Uvas Passas,Importação
França,1992,0,0,Uvas Passas,Importação
França,1993,0,0,Uvas Passas,Importação
França,1994,0,0,Uvas Passas,Importação
França,1995,20,7,Uvas Passas,Importação
França,1996,49,386,Uvas Passas,Importação
França,1997,0,0,Uvas Passas,Importação
França,1998,19510,33593,Uvas Passas,Importação
França,1999,0,0,Uvas Passas,Importação
França,2000,0,0,Uvas Passas,Importação
França,2001,0,0,Uvas Passas,Importação
França,2002,0,0,Uvas Passas,Importação
França,2003,0,0,Uvas Passas,Importação
França,2004,0,0,Uvas Passas,Importação
França,2005,0,0,Uvas Passas,Importação
França,2006,0,0,Uvas Passas,Importação
França,2007,0,0,Uvas Passas,Importação
França,2008,0,0,Uvas Passas,Importação
França,2009,0,0,Uvas Passas,Importação
França,2010,0,0,Uvas Passas,Importação
França,2011,0,0,Uvas Passas,Importação
França,2012,1474,12148,Uvas Passas,Importação
França,2013,720,6016,Uvas Passas,Importação
França,2014,1600,3368,Uvas Passas,Importação
França,2015,658,4705,Uvas Passas,Importação
França,2016,0,0,Uvas Passas,Importação
França,2017,0,0,Uvas Passas,Importação
França,2018,0,0,Uvas Passas,Importação
França,2019,0,0,Uvas Passas,Importação
França,2020,0,0,Uvas Passas,Importação
França,2021,0,0,Uvas Passas,Importação
França,2022,0,0,Uvas Passas,Importação
França,2023,0,0,Uvas Passas,Importação
Grécia,1970,178475,56586,Uvas Passas,Importação
Grécia,1971,302825,95349,Uvas Passas,Importação
Grécia,1972,369763,134178,Uvas Passas,Importação
Grécia,1973,132420,180586,Uvas Passas,Importação
Grécia,1974,139103,149364,Uvas Passas,Importação
Grécia,1975,28335,22989,Uvas Passas,Importação
Grécia,1976,0,0,Uvas Passas,Importação
Grécia,1977,20000,23500,Uvas Passas,Importação
Grécia,1978,12500,12812,Uvas Passas,Importação
Grécia,1979,25000,36813,Uvas Passas,Importação
Grécia,1980,25000,50563,Uvas Passas,Importação
Grécia,1981,0,0,Uvas Passas,Importação
Grécia,1982,0,0,Uvas Passas,Importação
Grécia,1983,0,0,Uvas Passas,Importação
Grécia,1984,0,0,Uvas Passas,Importação
Grécia,1985,0,0,Uvas Passas,Importação
Grécia,1986,0,0,Uvas Passas,Importação
Grécia,1987,0,0,Uvas Passas,Importação
Grécia,1988,0,0,Uvas Passas,Importação
Grécia,1989,0,0,Uvas Passas,Importação
Grécia,1990,0,0,Uvas Passas,Importação
Grécia,1991,0,0,Uvas Passas,Importação
Grécia,1992,154975,160597,Uvas Passas,Importação
Grécia,1993,54000,56960,Uvas Passas,Importação
Grécia,1994,81012,101264,Uvas Passas,Importação
Grécia,1995,21220,27337,Uvas Passas,Importação
Grécia,1996,19000,27170,Uvas Passas,Importação
Grécia,1997,459500,499383,Uvas Passas,Importação
Grécia,1998,138000,151548,Uvas Passas,Importação
Grécia,1999,91000,130910,Uvas Passas,Importação
Grécia,2000,0,0,Uvas Passas,Importação
Grécia,2001,0,0,Uvas Passas,Importação
Grécia,2002,0,0,Uvas Passas,Importação
Grécia,2003,0,0,Uvas Passas,Importação
Grécia,2004,0,0,Uvas Passas,Importação
Grécia,2005,0,0,Uvas Passas,Importação
Grécia,2006,0,0,Uvas Passas,Importação
Grécia,2007,0,0,Uvas Passas,Importação
Grécia,2008,0,0,Uvas Passas,Importação
Grécia,2009,0,0,Uvas Passas,Importação
Grécia,2010,0,0,Uvas Passas,Importação
Grécia,2011,4095,25496,Uvas Passas,Importação
Grécia,2012,0,0,Uvas Passas,Importação
Grécia,2013,0,0,Uvas Passas,Importação
Grécia,2014,10000,24994,Uvas Passas,Importação
Grécia,2015,0,0,Uvas Passas,Importação
Grécia,2016,4000,9248,Uvas Passas,Importação
Grécia,2017,1950,4287,Uvas Passas,Importação
Grécia,2018,1600,5156,Uvas Passas,Importação
Grécia,2019,0,0,Uvas Passas,Importação
Grécia,2020,0,0,Uvas Passas,Importação
Grécia,2021,0,0,Uvas Passas,Importação
Grécia,2022,0,0,Uvas Passas,Importação
Grécia,2023,0,0,Uvas Passas,Importação
Guiana Britânica,1970,334,202,Uvas Passas,Importação
Guiana Britânica,1971,0,0,Uvas Passas,Importação
Guiana Britânica,1972,0,0,Uvas Passas,Importação
Guiana Britânica,1973,0,0,Uvas Passas,Importação
Guiana Britânica,1974,0,0,Uvas Passas,Importação
Guiana Britânica,1975,0,0,Uvas Passas,Importação
Guiana Britânica,1976,0,0,Uvas Passas,Importação
Guiana Britânica,1977,0,0,Uvas Passas,Importação
Guiana Britânica,1978,0,0,Uvas Passas,Importação
Guiana Britânica,1979,0,0,Uvas Passas,Importação
Guiana Britânica,1980,0,0,Uvas Passas,Importação
Guiana Britânica,1981,0,0,Uvas Passas,Importação
Guiana Britânica,1982,0,0,Uvas Passas,Importação
Guiana Britânica,1983,0,0,Uvas Passas,Importação
Guiana Britânica,1984,0,0,Uvas Passas,Importação
Guiana Britânica,1985,0,0,Uvas Passas,Importação
Guiana Britânica,1986,0,0,Uvas Passas,Importação
Guiana Britânica,1987,0,0,Uvas Passas,Importação
Guiana Britânica,1988,0,0,Uvas Passas,Importação
Guiana Britânica,1989,0,0,Uvas Passas,Importação
Guiana Britânica,1990,0,0,Uvas Passas,Importação
Guiana Britânica,1991,0,0,Uvas Passas,Importação
Guiana Britânica,1992,0,0,Uvas Passas,Importação
Guiana Britânica,1993,0,0,Uvas Passas,Importação
Guiana Britânica,1994,0,0,Uvas Passas,Importação
Guiana Britânica,1995,0,0,Uvas Passas,Importação
Guiana Britânica,1996,0,0,Uvas Passas,Importação
Guiana Britânica,1997,0,0,Uvas Passas,Importação
Guiana Britânica,1998,0,0,Uvas Passas,Importação
Guiana Britânica,1999,0,0,Uvas Passas,Importação
Guiana Britânica,2000,0,0,Uvas Passas,Importação
Guiana Britânica,2001,0,0,Uvas Passas,Importação
Guiana Britânica,2002,0,0,Uvas Passas,Importação
Guiana Britânica,2003,0,0,Uvas Passas,Importação
Guiana Britânica,2004,0,0,Uvas Passas,Importação
Guiana Britânica,2005,0,0,Uvas Passas,Importação
Guiana Britânica,2006,0,0,Uvas Passas,Importação
Guiana Britânica,2007,0,0,Uvas Passas,Importação
Guiana Britânica,2008,0,0,Uvas Passas,Importação
Guiana Britânica,2009,0,0,Uvas Passas,Importação
Guiana Britânica,2010,0,0,Uvas Passas,Importação
Guiana Britânica,2011,0,0,Uvas Passas,Importação
Guiana Britânica,2012,0,0,Uvas Passas,Importação
Guiana Britânica,2013,0,0,Uvas Passas,Importação
Guiana Britânica,2014,0,0,Uvas Passas,Importação
Guiana Britânica,2015,0,0,Uvas Passas,Importação
Guiana Britânica,2016,0,0,Uvas Passas,Importação
Guiana Britânica,2017,0,0,Uvas Passas,Importação
Guiana Britânica,2018,0,0,Uvas Passas,Importação
Guiana Britânica,2019,0,0,Uvas Passas,Importação
Guiana Britânica,2020,0,0,Uvas Passas,Importação
Guiana Britânica,2021,0,0,Uvas Passas,Importação
Guiana Britânica,2022,0,0,Uvas Passas,Importação
Guiana Britânica,2023,0,0,Uvas Passas,Importação
Índia,1970,0,0,Uvas Passas,Importação
Índia,1971,0,0,Uvas Passas,Importação
Índia,1972,0,0,Uvas Passas,Importação
Índia,1973,0,0,Uvas Passas,Importação
Índia,1974,0,0,Uvas Passas,Importação
Índia,1975,0,0,Uvas Passas,Importação
Índia,1976,0,0,Uvas Passas,Importação
Índia,1977,0,0,Uvas Passas,Importação
Índia,1978,0,0,Uvas Passas,Importação
Índia,1979,0,0,Uvas Passas,Importação
Índia,1980,0,0,Uvas Passas,Importação
Índia,1981,0,0,Uvas Passas,Importação
Índia,1982,0,0,Uvas Passas,Importação
Índia,1983,0,0,Uvas Passas,Importação
Índia,1984,0,0,Uvas Passas,Importação
Índia,1985,0,0,Uvas Passas,Importação
Índia,1986,0,0,Uvas Passas,Importação
Índia,1987,0,0,Uvas Passas,Importação
Índia,1988,0,0,Uvas Passas,Importação
Índia,1989,0,0,Uvas Passas,Importação
Índia,1990,0,0,Uvas Passas,Importação
Índia,1991,0,0,Uvas Passas,Importação
Índia,1992,0,0,Uvas Passas,Importação
Índia,1993,0,0,Uvas Passas,Importação
Índia,1994,0,0,Uvas Passas,Importação
Índia,1995,0,0,Uvas Passas,Importação
Índia,1996,0,0,Uvas Passas,Importação
Índia,1997,0,0,Uvas Passas,Importação
Índia,1998,0,0,Uvas Passas,Importação
Índia,1999,0,0,Uvas Passas,Importação
Índia,2000,0,0,Uvas Passas,Importação
Índia,2001,0,0,Uvas Passas,Importação
Índia,2002,0,0,Uvas Passas,Importação
Índia,2003,0,0,Uvas Passas,Importação
Índia,2004,0,0,Uvas Passas,Importação
Índia,2005,0,0,Uvas Passas,Importação
Índia,2006,0,0,Uvas Passas,Importação
Índia,2007,0,0,Uvas Passas,Importação
Índia,2008,0,0,Uvas Passas,Importação
Índia,2009,128000,270168,Uvas Passas,Importação
Índia,2010,0,0,Uvas Passas,Importação
Índia,2011,0,0,Uvas Passas,Importação
Índia,2012,166862,268758,Uvas Passas,Importação
Índia,2013,36000,64213,Uvas Passas,Importação
Índia,2014,247000,377422,Uvas Passas,Importação
Índia,2015,57000,60717,Uvas Passas,Importação
Índia,2016,162000,346815,Uvas Passas,Importação
Índia,2017,397130,476398,Uvas Passas,Importação
Índia,2018,736700,1007031,Uvas Passas,Importação
Índia,2019,481000,677056,Uvas Passas,Importação
Índia,2020,883000,813317,Uvas Passas,Importação
Índia,2021,577250,504532,Uvas Passas,Importação
Índia,2022,2767840,2568914,Uvas Passas,Importação
Índia,2023,1293900,1379545,Uvas Passas,Importação
Irã,1970,0,0,Uvas Passas,Importação
Irã,1971,0,0,Uvas Passas,Importação
Irã,1972,0,0,Uvas Passas,Importação
Irã,1973,0,0,Uvas Passas,Importação
Irã,1974,0,0,Uvas Passas,Importação
Irã,1975,5,0,Uvas Passas,Importação
Irã,1976,0,0,Uvas Passas,Importação
Irã,1977,0,0,Uvas Passas,Importação
Irã,1978,0,0,Uvas Passas,Importação
Irã,1979,0,0,Uvas Passas,Importação
Irã,1980,0,0,Uvas Passas,Importação
Irã,1981,0,0,Uvas Passas,Importação
Irã,1982,0,0,Uvas Passas,Importação
Irã,1983,0,0,Uvas Passas,Importação
Irã,1984,0,0,Uvas Passas,Importação
Irã,1985,0,0,Uvas Passas,Importação
Irã,1986,0,0,Uvas Passas,Importação
Irã,1987,0,0,Uvas Passas,Importação
Irã,1988,0,0,Uvas Passas,Importação
Irã,1989,0,0,Uvas Passas,Importação
Irã,1990,0,0,Uvas Passas,Importação
Irã,1991,18500,17740,Uvas Passas,Importação
Irã,1992,17800,24319,Uvas Passas,Importação
Irã,1993,586390,642149,Uvas Passas,Importação
Irã,1994,1013544,872062,Uvas Passas,Importação
Irã,1995,369269,394150,Uvas Passas,Importação
Irã,1996,34000,44200,Uvas Passas,Importação
Irã,1997,226480,224265,Uvas Passas,Importação
Irã,1998,16500,23475,Uvas Passas,Importação
Irã,1999,1128400,1329891,Uvas Passas,Importação
Irã,2000,700130,773013,Uvas Passas,Importação
Irã,2001,1353836,780010,Uvas Passas,Importação
Irã,2002,528875,368147,Uvas Passas,Importação
Irã,2003,592175,558656,Uvas Passas,Importação
Irã,2004,929370,1001650,Uvas Passas,Importação
Irã,2005,893890,894899,Uvas Passas,Importação
Irã,2006,1337820,1726898,Uvas Passas,Importação
Irã,2007,1040345,1679789,Uvas Passas,Importação
Irã,2008,1089540,1925865,Uvas Passas,Importação
Irã,2009,112460,191560,Uvas Passas,Importação
Irã,2010,4112310,6968914,Uvas Passas,Importação
Irã,2011,533570,1250450,Uvas Passas,Importação
Irã,2012,306700,995038,Uvas Passas,Importação
Irã,2013,1415828,2617493,Uvas Passas,Importação
Irã,2014,942500,1700379,Uvas Passas,Importação
Irã,2015,184500,418722,Uvas Passas,Importação
Irã,2016,493000,1113453,Uvas Passas,Importação
Irã,2017,1194500,1975882,Uvas Passas,Importação
Irã,2018,340000,817941,Uvas Passas,Importação
Irã,2019,646000,1369316,Uvas Passas,Importação
Irã,2020,435600,927189,Uvas Passas,Importação
Irã,2021,514700,843794,Uvas Passas,Importação
Irã,2022,403000,948438,Uvas Passas,Importação
Irã,2023,786500,1832934,Uvas Passas,Importação
Itália,1970,33600,11396,Uvas Passas,Importação
Itália,1971,27860,7104,Uvas Passas,Importação
Itália,1972,70000,20790,Uvas Passas,Importação
Itália,1973,59136,25428,Uvas Passas,Importação
